,8/9/18 22:00,8/10/18 0:00,8/10/18 2:00,8/10/18 4:00,8/10/18 6:00,8/10/18 8:00,8/10/18 10:00,8/10/18 12:00,8/10/18 14:00,8/10/18 16:00,8/10/18 18:00,8/10/18 20:00,8/10/18 22:00,8/11/18 0:00,8/11/18 2:00,8/11/18 4:00,8/11/18 6:00,8/11/18 8:00,8/11/18 10:00,8/11/18 12:00,8/11/18 14:00,8/11/18 16:00,8/11/18 18:00,8/11/18 20:00,8/11/18 22:00,8/12/18 0:00,8/12/18 2:00,8/12/18 4:00,8/12/18 6:00,8/12/18 8:00,8/12/18 10:00,8/12/18 12:00,8/12/18 14:00,8/12/18 16:00,8/12/18 18:00,8/12/18 20:00,8/12/18 22:00,8/13/18 0:00,8/13/18 2:00,8/13/18 4:00,8/13/18 6:00,8/13/18 8:00,8/13/18 10:00,8/13/18 12:00,8/13/18 14:00,8/13/18 16:00,8/13/18 18:00,8/13/18 20:00,8/13/18 22:00,8/14/18 0:00,8/14/18 2:00,8/14/18 4:00,8/14/18 6:00,8/14/18 8:00,8/14/18 10:00,8/14/18 12:00,8/14/18 14:00,8/14/18 16:00,8/14/18 18:00,8/14/18 20:00,8/14/18 22:00,8/15/18 0:00,8/15/18 2:00,8/15/18 4:00,8/15/18 6:00,8/15/18 8:00,8/15/18 10:00,8/15/18 12:00,8/15/18 14:00,8/15/18 16:00
soniaerasmus,0,0,2,4,0,9,3,9,1,3,4,6,7,5,0,0,0,0,10,0,3,5,5,3,0,0,0,0,1,4,3,9,1,2,0,1,0,0,0,0,2,2,0,2,1,1,2,2,4,2,0,0,0,0,1,14,2,0,6,1,3,0,0,0,0,0,1,2,1,0
ssconetwothree1,0,0,0,0,0,0,9,5,11,6,0,24,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,21,4,3,3,1,2,4,4,0,0,0,0,8,2,0,10,1,0,0,0,0,0,0,0,6,0,0
stagnantshares,0,0,0,10,7,0,3,1,5,5,3,6,0,0,0,4,4,3,0,1,3,4,2,0,0,0,0,1,0,0,2,0,0,0,1,2,0,0,0,2,2,4,0,20,4,1,12,0,0,0,2,0,3,0,1,12,11,0,8,0,0,0,1,0,3,0,1,4,3,0
startupcrunch,0,1,0,3,0,1,0,11,0,3,11,1,1,8,2,1,7,0,1,1,4,1,1,4,1,1,10,0,1,10,1,1,10,1,1,10,1,1,10,0,1,10,2,1,11,1,2,10,1,0,12,0,2,11,0,2,0,12,2,1,3,15,0,4,0,5,0,2,10,0
stefilassiter,0,8,6,4,3,2,0,4,0,0,1,3,3,8,2,4,1,2,3,3,0,0,3,8,1,3,9,3,4,1,0,1,0,0,3,7,5,0,1,1,3,0,0,1,10,0,4,5,3,10,7,0,2,0,0,12,7,0,0,6,3,0,6,2,5,0,0,0,7,0
stephenjalter,0,9,2,9,2,0,0,0,1,8,0,0,6,3,0,5,7,0,0,0,4,3,1,7,11,8,4,7,2,0,0,0,3,9,6,1,8,2,9,5,0,0,0,0,10,3,4,0,12,8,3,3,1,0,0,0,1,4,2,5,5,2,8,4,0,0,0,0,0,0
stetayen,0,6,3,1,0,1,0,0,5,9,7,4,13,3,1,1,1,0,0,0,0,1,3,9,4,5,5,0,0,0,0,0,0,0,3,1,3,2,3,2,0,0,0,3,6,5,2,5,1,1,0,0,0,0,0,1,5,8,6,7,3,4,2,2,0,0,0,0,4,0
stevenacurtis,0,2,0,2,1,0,0,0,7,3,5,4,7,6,4,2,0,0,0,0,1,0,1,0,4,0,2,1,1,0,0,1,1,2,1,0,2,2,1,2,0,0,2,5,10,5,7,5,7,2,3,3,0,0,3,4,8,6,6,5,4,1,2,1,0,1,0,1,6,0
stockguy61,0,10,9,0,0,0,0,6,12,0,10,6,5,3,1,4,0,0,0,0,3,1,1,6,5,6,4,5,0,0,0,0,0,1,3,0,7,0,4,0,0,0,0,1,3,6,14,9,0,0,0,0,0,0,0,0,0,12,4,12,5,2,3,2,0,0,0,1,8,0
stophoustongang,0,4,3,3,5,3,7,0,1,3,3,4,3,4,2,3,1,1,2,4,1,4,4,3,1,3,0,3,4,4,0,0,1,6,3,3,5,0,3,5,1,4,4,2,7,2,2,3,2,4,2,5,2,2,1,3,4,4,3,6,1,3,1,2,6,3,2,5,3,0
stormestone,0,31,0,0,0,0,0,0,0,16,4,7,0,3,2,2,0,0,0,0,0,1,5,9,7,0,0,19,6,0,0,0,0,0,4,4,7,0,0,1,0,0,0,0,0,1,5,0,0,0,0,7,0,0,0,0,0,0,0,14,25,2,1,0,0,0,0,0,23,0
stringfellowfr4,0,2,0,0,0,0,10,12,0,0,7,0,0,6,0,0,0,0,4,1,3,2,6,7,3,5,0,0,0,0,1,0,3,2,4,2,0,0,0,0,0,0,0,9,3,3,2,9,11,0,0,0,0,0,4,15,0,3,13,10,5,3,0,0,0,0,3,8,1,0
sudischuricht,0,0,4,0,0,0,0,0,2,1,0,0,9,4,3,21,10,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,8,8,5,0,0,0,0,10,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,18,10,0,0,11,10,0
superyayadize,0,15,0,0,0,3,3,0,1,1,0,1,10,5,0,0,0,0,3,2,0,6,1,5,7,3,1,0,0,0,5,0,0,0,0,8,5,5,0,0,0,0,5,0,0,9,4,0,2,15,0,0,0,0,4,3,4,5,0,3,14,7,0,0,0,0,4,4,3,0
swargcoming,0,0,16,4,0,0,0,0,2,7,5,2,9,2,5,3,0,0,0,0,0,8,2,0,0,8,0,0,0,0,0,0,0,1,4,8,3,6,2,0,3,0,0,0,1,8,8,0,0,2,1,0,4,0,0,0,6,9,6,1,2,6,0,3,1,0,0,0,0,0
tajhell,0,8,4,6,0,0,0,10,2,9,8,5,2,4,0,0,0,0,0,1,1,1,7,5,5,4,0,0,0,0,0,6,6,2,4,1,2,0,1,1,0,0,0,1,5,6,5,3,1,3,3,0,0,0,0,9,10,4,3,2,1,0,1,0,0,0,0,1,1,0
tammywalt61,0,0,1,0,0,5,16,0,0,7,0,0,0,1,15,0,0,5,10,0,0,0,1,0,0,5,10,0,0,0,17,0,0,0,2,6,1,6,6,0,0,1,0,1,0,13,0,0,3,9,0,0,0,5,10,0,0,3,1,0,20,0,0,0,0,21,0,0,0,0
tapiandipiwatch,0,4,7,3,2,8,4,10,6,9,6,4,5,8,5,4,7,5,3,4,4,3,7,3,2,1,0,3,5,4,5,5,3,6,4,3,3,5,4,5,1,2,0,5,5,4,6,8,3,5,6,3,3,3,6,8,8,4,5,3,4,3,6,3,6,4,5,5,6,0
td_videojuegos,0,0,3,0,0,0,2,3,5,3,4,2,1,0,3,0,0,0,41,3,1,1,2,2,3,2,2,0,0,0,1,4,24,2,3,1,3,5,0,0,0,1,4,5,5,2,1,3,0,3,0,0,0,0,4,1,1,4,2,2,1,1,1,0,0,21,1,2,3,0
terresapeterson,0,0,27,6,4,0,0,0,0,3,2,0,10,0,0,2,2,0,0,0,0,0,11,17,0,0,18,3,6,0,0,0,0,0,4,4,1,0,0,10,0,0,0,3,3,4,2,1,0,2,0,8,0,0,0,3,9,3,2,1,6,0,0,4,0,0,0,0,4,0
the_mantese,0,0,9,0,0,0,4,0,0,8,0,8,0,0,13,0,0,0,4,0,1,9,0,11,0,0,2,0,0,0,8,0,0,8,0,4,0,0,11,0,0,0,9,0,0,6,0,8,0,0,14,0,0,0,8,0,0,11,1,6,0,0,10,0,0,0,8,0,0,0
theeleanordavis,0,2,7,5,0,0,0,12,10,0,7,4,4,4,7,4,0,0,0,0,9,9,0,3,1,0,0,8,2,0,0,6,3,4,2,1,3,7,1,0,0,0,3,4,5,3,3,14,0,3,1,0,1,0,0,8,3,0,0,0,4,0,0,0,0,0,0,4,3,0
threadkillerksu,0,8,6,0,0,0,3,8,11,6,1,2,3,0,18,0,0,0,2,0,1,2,8,1,4,13,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,13,4,0,3,2,6,3,0,0,0,4,6,0,11,1,2,5,3,0,0,0,0,0,1,1,0
tiznarf,0,0,0,3,16,19,0,0,0,0,0,0,0,0,0,14,43,38,27,18,1,15,0,0,0,0,0,30,10,40,0,0,0,0,0,0,0,0,0,0,0,4,2,7,0,11,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
tnpaw,0,5,0,0,0,0,0,2,11,1,10,0,7,10,6,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,5,4,0,3,2,3,2,0,0,0,0,7,7,2,7,0,7,10,0,0,0,0,0,0,8,0,0,10,0,7,0,0,0,0,0,2,2,0
topsetupmag,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,5,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,0
tradnews_,0,10,9,6,5,3,7,10,9,13,11,5,10,18,9,5,2,1,6,7,0,8,8,3,9,2,0,1,1,0,4,10,4,6,4,10,8,6,1,5,4,0,0,2,25,11,3,20,3,17,0,0,5,9,28,33,10,8,15,6,8,0,0,0,0,0,0,11,3,0
truckerbooman,0,0,0,0,5,0,0,0,6,11,0,0,0,0,0,0,0,2,0,2,10,5,0,0,0,0,0,0,0,4,0,2,29,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,12,1,0,0,2,11,2,0,0,0,0,0,1,4,7,15,13,1,0
trump_enemy,0,11,0,0,0,0,0,3,4,10,9,1,7,8,1,0,0,0,0,2,3,0,1,7,0,0,4,0,0,0,0,0,15,3,0,3,3,0,0,0,0,0,0,7,1,3,6,2,4,5,6,0,0,0,0,0,5,4,5,5,5,6,1,2,0,0,0,0,5,0
truth8964,0,15,2,1,7,6,0,5,0,0,0,0,11,3,2,19,7,2,0,2,0,0,0,0,1,1,2,8,4,3,0,0,0,0,0,0,0,9,0,0,0,1,0,2,5,0,0,0,11,1,1,6,9,3,0,1,1,0,0,0,0,1,1,5,3,2,3,0,2,0
truthismaster,0,19,0,0,0,0,6,6,14,14,1,5,0,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,6,3,1,1,0,8,0,0,0,0,0,3,7,11,4,0,0,1,0,0,0,0,0,3,13,7,0,0,0,9,0,0,0,0,0,0,6,10,0
tvThirdEye,0,1,17,1,17,10,0,5,18,15,14,14,12,11,5,10,0,0,0,3,0,0,5,8,4,3,0,0,0,0,1,18,0,11,1,0,2,1,0,0,0,7,0,0,9,1,0,4,13,2,0,3,0,2,0,6,6,10,11,14,7,3,3,2,4,0,0,1,5,0
tvThirdEyeF,0,6,1,4,2,1,3,1,0,1,0,0,0,6,2,8,2,7,1,0,2,0,0,2,3,10,4,2,7,1,0,1,12,4,4,2,5,0,0,0,15,0,7,3,0,6,1,3,0,2,0,2,0,0,3,0,0,1,0,4,1,1,6,0,6,0,2,0,0,0
tvThirdEyeM,0,10,7,5,11,5,0,7,4,10,16,5,7,14,13,5,18,1,4,12,4,13,7,1,7,12,4,0,0,0,4,0,3,0,3,0,2,1,0,0,0,4,9,4,1,0,0,9,11,11,6,1,13,6,11,14,2,0,6,8,19,2,6,3,4,2,11,11,1,0
uber_buyer,0,15,21,9,15,17,10,20,26,13,20,13,15,17,26,10,17,20,17,15,15,12,11,20,30,17,16,11,11,17,17,13,12,14,16,14,16,13,15,24,19,13,27,16,12,22,17,11,24,13,28,10,10,21,12,11,24,12,22,22,10,20,17,7,27,16,9,13,23,0
uberbuyer,0,21,20,20,22,17,29,17,22,22,21,15,22,19,24,17,26,19,22,17,23,17,19,23,25,25,16,18,21,22,20,27,12,15,23,23,16,23,27,22,27,14,21,25,19,20,31,28,12,17,29,20,16,22,16,18,26,18,30,21,21,24,18,17,34,15,16,24,19,0
uliw315,0,2,4,5,0,0,0,4,8,5,7,11,5,0,1,0,0,0,0,0,2,9,0,8,1,3,0,2,1,0,6,4,10,5,4,0,2,4,1,1,0,0,3,3,8,6,6,6,1,0,4,0,6,0,0,10,8,4,4,8,4,0,3,1,1,0,0,1,3,0
ungubunugu1274,0,6,8,2,0,0,0,1,5,3,7,1,3,5,0,0,8,1,0,0,0,0,0,0,0,2,5,2,3,3,0,2,5,5,2,0,7,0,0,1,0,0,0,0,0,2,4,2,2,3,6,9,0,0,0,0,1,3,5,0,2,7,4,2,1,0,0,0,0,0
unlockMEDIA,0,0,0,0,0,28,5,5,4,4,27,8,0,0,0,0,0,27,6,5,7,7,6,3,6,17,7,3,6,7,7,5,8,24,0,0,0,0,0,0,0,28,1,8,10,29,1,0,3,0,25,10,7,7,7,3,3,4,11,8,0,0,0,0,27,6,2,6,11,0
usaforyoubruv,0,4,4,1,0,0,12,0,0,7,10,6,4,5,1,6,0,0,0,0,3,4,14,6,5,4,12,8,0,0,0,7,7,3,5,1,2,0,0,0,0,4,0,0,2,3,0,0,0,0,13,0,0,0,0,1,16,11,15,12,5,3,7,5,0,5,5,0,6,0
usagreatnow,0,1,18,7,5,0,0,18,0,0,10,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,15,1,8,0,3,0,8,0,0,0,0,5,0,0,0,0,0,2,0,3,1,2,9,7,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
vachilly64,0,6,14,0,0,0,0,4,6,4,3,7,4,4,5,0,0,0,0,0,4,0,2,5,1,2,2,0,0,0,0,0,2,7,4,1,1,5,6,0,0,0,0,0,14,11,2,2,3,2,0,1,0,0,0,0,11,4,0,6,2,0,3,1,0,0,0,0,16,0
veganvecoh,0,0,0,4,0,0,0,0,10,0,10,3,0,4,8,0,0,0,0,0,0,4,1,7,0,0,0,0,0,0,0,0,0,4,3,1,0,4,0,2,0,0,0,0,0,10,0,7,5,4,3,6,0,0,0,1,12,0,5,11,3,1,6,1,0,0,0,3,2,0
velezusmc,0,10,4,0,0,0,2,5,0,0,1,1,6,9,0,0,0,0,6,0,1,1,0,8,1,5,8,0,0,0,0,3,1,4,0,2,1,7,0,0,0,0,5,3,2,0,0,4,3,3,0,0,0,0,10,0,0,0,0,5,5,3,0,0,0,7,6,7,0,0
veterans2020,0,4,5,0,0,0,0,6,7,0,18,0,19,4,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,1,0,0,15,19,8,1,24,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,22,12,1,0,0,12,9,0,0,0,0,1,0,0
vickibazter,0,11,4,14,0,9,10,0,0,8,0,8,27,7,2,16,0,0,1,4,8,1,0,0,26,17,8,5,0,0,2,9,21,8,23,3,1,2,4,3,0,1,0,10,6,5,9,12,6,5,8,4,0,0,0,1,4,8,1,0,3,2,8,4,2,0,0,5,5,0
voiture_elec,0,0,0,1,4,8,4,2,3,1,0,3,3,1,2,0,0,2,2,0,1,3,1,1,0,0,0,4,4,3,6,4,3,1,1,2,5,1,0,0,7,3,10,2,8,6,6,3,2,1,2,2,4,2,1,8,11,8,0,3,6,2,1,2,4,0,3,1,0,0
w55unicorn,0,4,1,0,0,0,0,0,10,13,7,0,0,8,3,0,0,0,0,0,3,4,19,10,3,0,6,2,0,0,0,0,1,5,1,2,2,2,2,0,0,0,0,5,4,11,7,3,0,3,5,0,0,0,0,1,6,4,13,7,1,6,3,0,0,0,0,7,12,0
waggles111,0,0,0,0,0,0,0,2,6,2,3,4,7,0,0,0,0,0,0,0,4,1,17,16,1,0,0,0,0,0,0,0,5,2,6,1,1,0,0,0,0,0,0,1,2,3,12,0,0,0,0,0,0,0,0,3,11,11,3,6,0,0,0,0,0,0,0,0,10,0
wharfrat20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,12,13,11,8,12,2,4,0,0,0,0,0,13,16,10,11,7,9,1,0,0,0,11,0,1,6,7,12,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whereisjustice0,0,18,0,0,0,0,0,4,28,9,7,1,18,14,3,0,0,0,3,8,16,11,7,11,4,18,0,0,0,0,4,4,20,1,2,2,0,0,1,0,0,0,0,0,1,0,0,2,1,5,8,7,0,0,0,1,0,0,0,1,11,2,0,0,0,0,0,0,0,0
wildwillow65,0,2,2,2,0,0,0,6,20,14,15,19,0,1,8,2,0,0,2,4,1,0,6,0,12,3,0,0,1,0,0,1,3,0,0,1,12,0,0,1,0,0,0,4,2,2,4,1,5,2,1,0,6,6,5,0,6,3,3,0,1,0,0,1,0,0,0,3,0,0
willbarrett_1,0,4,2,0,0,0,1,4,1,0,7,8,0,0,0,1,0,0,0,1,1,2,7,2,3,7,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,1,8,10,2,12,0,4,2,0,0,0,0,12,6,0,5,11,1,0,1,0,0,0,0,8,2,0
woitekj,0,6,4,16,0,0,0,0,5,0,0,0,1,4,5,0,0,0,0,0,2,0,0,0,4,0,3,10,0,0,0,5,2,0,1,0,0,0,0,15,0,0,0,0,2,2,0,15,0,3,1,10,0,0,0,0,0,6,0,5,0,0,5,16,0,0,0,0,3,0
wvufanagent99,0,0,1,1,0,0,2,5,12,9,7,6,3,3,0,1,7,0,0,0,3,5,10,3,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,12,9,5,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,3,0
wwwillstand,0,6,0,0,0,0,0,0,22,10,5,8,2,0,0,0,0,0,0,17,1,2,5,4,2,4,3,0,0,0,0,0,8,2,4,2,3,6,1,0,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
xwordmark,0,0,10,0,0,0,0,13,5,0,0,1,11,7,12,0,0,0,0,2,0,10,2,0,0,0,7,0,0,0,0,0,0,4,4,0,2,6,2,0,0,0,0,2,5,0,2,5,2,0,5,0,0,0,0,4,2,0,11,0,0,10,0,0,0,0,0,0,0,0
yathribbasmati,0,6,6,6,2,6,6,6,8,7,8,4,5,8,3,3,6,4,5,4,5,3,6,4,2,2,1,1,5,3,7,4,1,6,3,1,4,4,3,6,4,1,1,2,7,1,8,7,3,5,5,6,3,3,5,6,8,5,5,4,4,2,7,4,3,6,5,4,6,0
yojudenz,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,11,5,0,0,9,4,3,0,0,0,0,0,14,3,16,0,0,1,7,5,2,0,0,17,10,0,0,0,0,1,4,0,0,0,0,20,2,0,0,0,2,3,3,3,0,0,0,0
ziromr,0,0,0,0,0,2,3,1,6,6,4,1,0,0,0,0,0,0,2,3,11,3,4,4,16,0,2,0,0,0,16,5,6,5,4,3,9,0,0,10,0,1,0,14,10,3,4,5,5,0,0,0,0,7,3,1,0,4,3,4,2,0,0,3,1,0,0,5,3,0
